Internal Class ID,Course,COURSE: Subject,Description,Teacher ID,School Year,Class ID
48303,Algebra I,MS: Mathematics MS,Algebra I - 1,284420,23-24,205000-1
48304,Algebra I,MS: Mathematics MS,Algebra I - 2,17163,23-24,205000-2
48306,Algebra I - H,MS: Mathematics MS,Algebra I-H - 1,240049,23-24,205001-1
48307,Algebra I - H,MS: Mathematics MS,Algebra I-H - 2,240049,23-24,205001-2
48308,Pre-Algebra,MS: Mathematics MS,Prealgebra - 1,23369,23-24,206000-1
48309,Pre-Algebra,MS: Mathematics MS,Prealgebra - 2,23369,23-24,206000-2
48310,Pre-Algebra,MS: Mathematics MS,Prealgebra - 3,240049,23-24,206000-3
48311,Pre-Algebra,MS: Mathematics MS,Prealgebra - 4,284420,23-24,206000-4
48312,Science V,MS: Science MS,Science V - 1,15496,23-24,305000-1
48313,Science V,MS: Science MS,Science V - 2,24252,23-24,305000-2
48314,Science V,MS: Science MS,Science V - 3,15496,23-24,305000-3
48315,Science V,MS: Science MS,Science V - 4,24252,23-24,305000-4
48316,Science VI,MS: Science MS,Science VI - 1,24252,23-24,306000-1
48317,Science VI,MS: Science MS,Science VI - 2,15496,23-24,306000-2
48318,Science VI,MS: Science MS,Science VI - 3,24252,23-24,306000-3
48319,Science VI,MS: Science MS,Science VI - 4,15496,23-24,306000-4
48320,Civics,MS: History and Social Science MS,Civics - 1,15986,23-24,405000-1
48321,Civics,MS: History and Social Science MS,Civics - 2,15986,23-24,405000-2
48322,Civics,MS: History and Social Science MS,Civics - 3,25139,23-24,405000-3
48323,Civics,MS: History and Social Science MS,Civics - 4,25139,23-24,405000-4
48324,Civics,MS: History and Social Science MS,Civics - 5,273433,23-24,405000-5
48325,World Geography,MS: History and Social Science MS,Geography - 1,25139,23-24,406000-1
48326,World Geography,MS: History and Social Science MS,Geography - 2,25139,23-24,406000-2
48327,World Geography,MS: History and Social Science MS,Geography - 3,15986,23-24,406000-3
48328,World Geography,MS: History and Social Science MS,Geography - 4,15986,23-24,406000-4
48329,World Geography,MS: History and Social Science MS,Geography - 5,249548,23-24,406000-5
48330,Spanish B,MS: Modern Language MS,Spanish B - 1,19088,23-24,505000-1
48331,Spanish B,MS: Modern Language MS,Spanish B - 2,273917,23-24,505000-2
48332,Spanish B,MS: Modern Language MS,Spanish B - 3,273917,23-24,505000-3
48333,Spanish A,MS: Modern Language MS,Spanish A - 1,24230,23-24,506000-1
48334,Spanish A,MS: Modern Language MS,Spanish A - 2,273917,23-24,506000-2
48335,French B,MS: Modern Language MS,French B - 1,273457,23-24,515000-1
48336,French A,MS: Modern Language MS,French  A - 1,19441,23-24,516000-1
48337,Chinese B,MS: Modern Language MS,Chinese B - 1,17868,23-24,535000-1
48338,Chinese A,MS: Modern Language MS,Chinese A - 1,25138,23-24,536000-1
48339,Class V Latin,MS: Classics MS,Class V Latin - 1,15057,23-24,605000-1
48340,Class V Latin,MS: Classics MS,Class V Latin - 2,15057,23-24,605000-2
48341,Visual Arts V,MS: Visual Arts MS,Visual Arts V - 1,21899,23-24,705000-1
48342,Visual Arts V,MS: Visual Arts MS,Visual Arts V - 2,21899,23-24,705000-2
48343,Visual Arts V,MS: Visual Arts MS,Visual Arts V - 3,21899,23-24,705000-3
48344,Visual Arts V,MS: Visual Arts MS,Visual Arts V - 4,21899,23-24,705000-4
48345,Visual Arts VI,MS: Visual Arts MS,Visual Arts VI - 1,21899,23-24,706000-1
48347,Visual Arts VI,MS: Visual Arts MS,Visual Arts VI - 3,21899,23-24,706000-3
48349,Music V,MS: Performing Arts MS,Music V - 1,16104,23-24,805000-1
48350,Drama V,MS: Performing Arts MS,Drama V - 1,240048,23-24,805001-1
48351,Drama V,MS: Performing Arts MS,Drama V - 2,240048,23-24,805001-2
48352,Drama V,MS: Performing Arts MS,Drama V - 3,240048,23-24,805001-3
48353,Drama V,MS: Performing Arts MS,Drama V - 4,240048,23-24,805001-4
48354,Music VI,MS: Performing Arts MS,Music VI - 1,16104,23-24,806000-1
48355,Music VI,MS: Performing Arts MS,Music VI - 2,16104,23-24,806000-2
48356,Music VI,MS: Performing Arts MS,Music VI - 3,16104,23-24,806000-3
48357,Music VI,MS: Performing Arts MS,Music VI - 4,16104,23-24,806000-4
48358,Drama VI,MS: Performing Arts MS,Drama VI - 1,240048,23-24,806001-1
48359,Drama VI,MS: Performing Arts MS,Drama VI - 2,240048,23-24,806001-2
48360,Drama VI,MS: Performing Arts MS,Drama VI - 3,240048,23-24,806001-3
48361,Drama VI,MS: Performing Arts MS,Drama VI - 4,240048,23-24,806001-4
48362,Chorus,MS: Performing Arts MS,Chorus - 1,18270,23-24,806100-1
48363,Chorus,MS: Performing Arts MS,Chorus - 2,18270,23-24,806100-2
48364,String Ensemble - MS,MS: Performing Arts MS,String Ensemble - MS - 10,24249,23-24,806200-10
48365,String Ensemble - MS,MS: Performing Arts MS,String Ensemble - MS - 20,24249,23-24,806200-20
48366,Wind Ensemble - MS,MS: Performing Arts MS,Wind Ensemble - MS - 1,20016,23-24,806300-1
48367,Wind Ensemble - MS,MS: Performing Arts MS,Wind Ensemble - MS - 2,20016,23-24,806300-2
48368,Middle School Dance,MS: Performing Arts MS,Middle School Dance - 1,273325,23-24,806400-1
48369,Middle School Dance,MS: Performing Arts MS,Middle School Dance - 2,273325,23-24,806400-2
48370,Computer Science V,MS: Computer Science MS,Computer Science V - 1,16200,23-24,905010-1
48371,Computer Science VI,MS: Computer Science MS,Computer Science VI - 1,16200,23-24,906010-1
48372,Computer Science VI,MS: Computer Science MS,Computer Science VI - 2,16200,23-24,906010-2
48373,Computer Science VI,MS: Computer Science MS,Computer Science VI - 3,16200,23-24,906010-3
48374,Computer Science VI,MS: Computer Science MS,Computer Science VI - 4,16200,23-24,906010-4
48375,P D V,MS: Personal Development MS,P D V - 1 ,249548,23-24,955000-1
48376,P D V,MS: Personal Development MS,P D V - 2 ,23369,23-24,955000-2
48377,P D V,MS: Personal Development MS,P D V - 3 ,273546,23-24,955000-3
48378,P D V,MS: Personal Development MS,P D V - 4 ,273325,23-24,955000-4
48379,P D VI,MS: Personal Development MS,P D VI - 1,26512,23-24,956000-1
48380,P D VI,MS: Personal Development MS,P D VI - 2,21658,23-24,956000-2
48381,P D VI,MS: Personal Development MS,P D VI - 3,23171,23-24,956000-3
48382,P D VI,MS: Personal Development MS,P D VI - 4,23369,23-24,956000-4
48383,Study Hall: MS,Study Hall,Study Hall-1,"",23-24,965000-1
48384,Study Hall: MS,Study Hall,Study Hall-10,19664,23-24,965000-10
48385,Study Hall: MS,Study Hall,Study Hall - 11,19664,23-24,965000-11
48386,Study Hall: MS,Study Hall,Study Hall - 12,23171,23-24,965000-12
48387,Study Hall: MS,Study Hall,Study Hall - 13,23171,23-24,965000-13
48388,Study Hall: MS,Study Hall,Study Hall - 14,21905,23-24,965000-14
48389,Study Hall: MS,Study Hall,Study Hall - 15,21905,23-24,965000-15
48390,Study Hall: MS,Study Hall,Study Hall - 16,18267,23-24,965000-16
48391,Study Hall: MS,Study Hall,Study Hall - 17,18267,23-24,965000-17
48392,Study Hall: MS,Study Hall,Study Hall - 18,25138,23-24,965000-18
48393,Study Hall: MS,Study Hall,Study Hall - 19,25138,23-24,965000-19
48394,Study Hall: MS,Study Hall,Study Hall-2,16200,23-24,965000-2
48395,Study Hall: MS,Study Hall,Study Hall - 20,19088,23-24,965000-20
48396,Study Hall: MS,Study Hall,Study Hall - 21,19088,23-24,965000-21
48398,Study Hall: MS,Study Hall,Study Hall - 23,273325,23-24,965000-23
48399,Study Hall: MS,Study Hall,Study Hall - 24,17868,23-24,965000-24
48400,Study Hall: MS,Study Hall,Study Hall - 25,16200,23-24,965000-25
48401,Study Hall: MS,Study Hall,Study Hall - 26,16104,23-24,965000-26
48402,Study Hall: MS,Study Hall,Study Hall - 27,21899,23-24,965000-27
48403,Study Hall: MS,Study Hall,Study Hall - 28,273433,23-24,965000-28
48404,Study Hall: MS,Study Hall,Study Hall - 29,24249,23-24,965000-29
48405,Study Hall: MS,Study Hall,Study Hall-3,24252,23-24,965000-3
48406,Study Hall: MS,Study Hall,Study Hall -1,239869,23-24,965000-30
48407,Study Hall: MS,Study Hall,Study Hall -2,285303,23-24,965000-31
48408,Study Hall: MS,Study Hall,Study Hall -3,19441,23-24,965000-32
48409,Study Hall: MS,Study Hall,Study Hall-4,24932,23-24,965000-33
48410,Study Hall: MS,Study Hall,Study Hall - 34a,284420,23-24,965000-34
48411,Study Hall: MS,Study Hall,Study Hall - 39a,273917,23-24,965000-39
48412,Study Hall: MS,Study Hall,Study Hall - 4,25139,23-24,965000-4
48413,Study Hall: MS,Study Hall,Study Hall - 40,285217,23-24,965000-40
48414,Study Hall: MS,Study Hall,Study Hall - 41,"",23-24,965000-41
48415,Study Hall: MS,Study Hall,Study Hall - 42,"",23-24,965000-42
48416,Study Hall: MS,Study Hall,Study Hall - 43,"",23-24,965000-43
48417,Study Hall: MS,Study Hall,Study Hall - 44,"",23-24,965000-44
48418,Study Hall: MS,Study Hall,Study Hall - 45,"",23-24,965000-45
48419,Study Hall: MS,Study Hall,Study Hall - 46,"",23-24,965000-46
48420,Study Hall: MS,Study Hall,Study Hall - 47,"",23-24,965000-47
48421,Study Hall: MS,Study Hall,Study Hall - 48,"",23-24,965000-48
48422,Study Hall: MS,Study Hall,Study Hall -49,"",23-24,965000-49
48423,Study Hall: MS,Study Hall,Study Hall -5,17868,23-24,965000-5
48424,Study Hall: MS,Study Hall,Study Hall-6,15057,23-24,965000-6
48425,Study Hall: MS,Study Hall,Study Hall-7,18274,23-24,965000-7
48426,Study Hall: MS,Study Hall,Study Hall-8,24075,23-24,965000-8
48427,Study Hall: MS,Study Hall,Study Hall-9,22097,23-24,965000-9
48428,R-Block,Study Hall,Blue and White Games,17163,23-24,966000-1
48429,R-Block,Study Hall,MS R-Block S2,"",23-24,966000-2
48430,R-Block,Study Hall,Extra Help,"",23-24,966000-3
48431,Advisor Meeting MS,Advisory,MS Advisor Meeting,285217,23-24,Adv.2023.adiadamo0f
48432,Advisor Meeting MS,Advisory,MS Advisor Meeting,16200,23-24,Adv.2023.ascott-hise
48433,Advisor Meeting MS,Advisory,MS Advisor Meeting,273433,23-24,Adv.2023.asen0f
48434,Advisor Meeting MS,Advisory,MS Advisor Meeting,15496,23-24,Adv.2023.caverill0f
48435,Advisor Meeting MS,Advisory,MS Advisor Meeting,18274,23-24,Adv.2023.cbrodie0f
48436,Advisor Meeting MS,Advisory,MS Advisor Meeting,273546,23-24,Adv.2023.cjordan0f
48437,Advisor Meeting MS,Advisory,MS Advisor Meeting,25124,23-24,Adv.2023.ckershaw0f
48438,Advisor Meeting MS,Advisory,MS Advisor Meeting,273917,23-24,Adv.2023.cmonnich0f
48439,Advisor Meeting MS,Advisory,MS Advisor Meeting,15986,23-24,Adv.2023.dallard0f
48440,Advisor Meeting MS,Advisory,MS Advisor Meeting,240049,23-24,Adv.2023.dreid0f
48441,Advisor Meeting MS,Advisory,MS Advisor Meeting,240485,23-24,Adv.2023.ehartford0f
48442,Advisor Meeting MS,Advisory,MS Advisor Meeting,23369,23-24,Adv.2023.eosifo0f
48443,Advisor Meeting MS,Advisory,MS Advisor Meeting,24943,23-24,Adv.2023.jgifford86
48444,Advisor Meeting MS,Advisory,MS Advisor Meeting,26512,23-24,Adv.2023.jhamilton0f
48445,Advisor Meeting MS,Advisory,MS Advisor Meeting,249548,23-24,Adv.2023.jyoung0f
48446,Advisor Meeting MS,Advisory,MS Advisor Meeting,21658,23-24,Adv.2023.loconnor0f
48447,Advisor Meeting MS,Advisory,MS Advisor Meeting,21899,23-24,Adv.2023.mboskey05
48448,Advisor Meeting MS,Advisory,MS Advisor Meeting,25139,23-24,Adv.2023.mgoodrich97
48449,Advisor Meeting MS,Advisory,MS Advisor Meeting,24252,23-24,Adv.2023.rcampbell-m
48450,Advisor Meeting MS,Advisory,MS Advisor Meeting,19441,23-24,Adv.2023.sharthun14
48451,Advisor Meeting MS,Advisory,MS Advisor Meeting,26538,23-24,Adv.2023.tforteith0f
48453,Assembly,Assembly,Assembly Class V,285217,23-24,Assembly.ClassV
48454,Assembly,Assembly,Assembly Class VI,285217,23-24,Assembly.ClassVI
48455,Blues Band,Music,Blues Band,21817,23-24,BluesBand.2023
48457,Assembly MS,Assembly,MS Clubs and Orgs,24063,23-24,ClubsAndOrgs.MS
48464,Independent Project - Class V,Afternoon Program,Independent Project - Class V,"",23-24,IPCL5.F.2023.MS
48465,Independent Project - Class V,Afternoon Program,Independent Project - Class V,"",23-24,IPCL5.W.2023.MS
48466,Jazz Band,Music,Jazz Band,20016,23-24,JazzBand.2023
48467,Core Meeting,Core,Large Core Meeting,24943,23-24,MS.CORE.LARGE
48468,Core Meeting,Core,Small Core Meeting,24943,23-24,MS.CORE.SMALL
48469,Lunch/Study Hall,Lunch,Lunch,17163,23-24,ms.lunch.1
48470,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.10
48471,Lunch/Study Hall,Lunch,Lunch,"",23-24,ms.lunch.11
48472,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.12
48473,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.12a
48474,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.13
48475,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.14
48476,Lunch/Study Hall,Lunch,Lunch,"",23-24,ms.lunch.15
48477,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.16
48478,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.17
48479,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.18
48480,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.19
48481,Lunch/Study Hall,Lunch,Recess,268815,23-24,ms.lunch.2
48482,Lunch/Study Hall,Lunch,Lunch,"",23-24,ms.lunch.20
48483,Lunch/Study Hall,Lunch,Lunch,"",23-24,ms.lunch.2023test
48484,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.21
48485,Lunch/Study Hall,Lunch,Recess,273546,23-24,ms.lunch.3
48486,Lunch/Study Hall,Lunch,Lunch,"",23-24,ms.lunch.4
48487,Lunch/Study Hall,Lunch,Recess,249548,23-24,ms.lunch.5
48488,Lunch/Study Hall,Lunch,Recess,23369,23-24,ms.lunch.6
48489,Lunch/Study Hall,Lunch,Recess,285217,23-24,ms.lunch.7
48490,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.8
48491,Lunch/Study Hall,Lunch,Lunch/Recess,"",23-24,ms.lunch.9
48492,Mentor Lunch,Lunch,MS Mentor Lunch,"",23-24,ms.mentorlunch1
48493,Jam Band,Music,MS Jam Band,20016,23-24,MSJamBand.2023
48494,Middle School Play,Afternoon Program,Middle School Play,240048,23-24,MSPlay.W.2023.MS
48505,Family Literature,US: English,Family Literature - G2,21812,23-24,101240-1
48506,The Modernist Movement,US: English,The Modernist Movement- A1,24059,23-24,101107-1
48507,The Epic,US: English,The Epic - G1,21812,23-24,101102-1
48508,Literature and Leadership,US: English,Literature and Leadership - A2,24234,23-24,101216-1
48509,Poetry,US: English,Poetry - A2,24059,23-24,101203-1
48510,Contemporary Arabic Fiction,US: English,Contemporary Arabic Fiction - G2,18169,23-24,101250-1
48512,Algebra II Accelerated,US: Mathematics,Algebra II Accelerated - 1,240299,23-24,203002-1
48514,Algebra II Accelerated,US: Mathematics,Algebra II Accelerated - 2,21886,23-24,203002-2
48515,Algebra II Accelerated,US: Mathematics,Algebra II Accelerated - 3,272399,23-24,203002-3
48516,Algebra II Accelerated,US: Mathematics,Algebra II Accelerated - 4,250222,23-24,203002-4
48517,Algebra II,US: Mathematics,Algebra II - 1,235200,23-24,203004-1
48518,Biochemistry Research,US: Science,Biochemistry - 2,240295,23-24,301006-2
48519,Electronics Design and Engineering,US: Science,Electronics Design - 1,17987,23-24,301008-1
48521,We The People: History of American Government and Politics,US: History and Social Science,We The People: History of American Government and Politics - 2,26555,23-24,401220-2
48523,Honors Research Seminar,US: History and Social Science,Honors Research Seminar - 1,19621,23-24,401111-1
48525,Visual Arts VI,MS: Visual Arts MS,Visual Arts VI - 2,21899,23-24,706000-2
48526,Visual Arts VI,MS: Visual Arts MS,Visual Arts VI - 4,21899,23-24,706000-4
48530,Advanced Topics in Mathematics,US: Mathematics,Adv Topics in Math - 2,249029,23-24,201201-2
48531,Multivariable Calculus,US: Mathematics,Multivariable Calculus - 2,249029,23-24,201200-2
48532,Algebra II,US: Mathematics,Algebra II - 2,235200,23-24,203004-2
48541,Honors Research Seminar,US: History and Social Science,Honors Research Seminar - 2,26511,23-24,401111-2
48542,Honors Research Seminar,US: History and Social Science,Honors Research Seminar - 3,19621,23-24,401111-3
48548,Yearbook,Afternoon Program,Yearbook,248855,23-24,Yrbk.F.2023.US
48549,Yearbook,Afternoon Program,Yearbook,248855,23-24,Yrbk.W.2023.US
48550,Dance Spring,Afternoon Program,Spring Dance Outreach,273325,23-24,Dance.S.2023
48553,Class V Latin,MS: Classics MS,Class V Latin - 3,20155,23-24,605000-3
48554,Spanish A,MS: Modern Language MS,Spanish A - 3,273917,23-24,506000-3
48555,English IV,US: English,English IV - 10,24243,23-24,104000-10
48556,Precalculus Accelerated,US: Mathematics,Precalculus Accel - 1,248855,23-24,202002-1
48557,Precalculus Accelerated,US: Mathematics,Precalculus Accel - 2,22916,23-24,202002-2
48558,Precalculus Accelerated,US: Mathematics,Precalculus Accel - 3,240299,23-24,202002-3
48559,Precalculus Accelerated,US: Mathematics,Precalculus Accel - 4,285465,23-24,202002-4
48562,Electronics Design and Engineering,US: Science,Electronics Design - 2,17987,23-24,301008-2
48563,AP Physics,US: Science,AP Physics - 2,225030,23-24,301103-2
48565,Physics,US: Science,Physics - 6,285252,23-24,302000-6
48567,The History of Boston,US: History and Social Science,The History of Boston- 1,26511,23-24,401201-1
48568,Modern America at War,US: History and Social Science,Modern America at War - 1,18027,23-24,401103-1
48569,AP European History,US: History and Social Science,AP European History - 9,25042,23-24,402000-9
48570,Chinese II,US: Modern Languages,Chinese II - 2,25138,23-24,534001-2
48571,French IV - H,US: Modern Languages,French IV Honors - 2,273457,23-24,512002-2
48573,Spanish II - H,US: Modern Languages,Spanish II-H - 3,19623,23-24,504002-3
48574,AP Ceramics,US: Visual Arts,AP Studio Art -  Ceramics - 2,25638,23-24,701000-2
48575,Stagecraft,US: Performing Arts,Stagecraft - 2,21905,23-24,802014-2
48576,Contemporary Vocal Ensemble,US: Performing Arts,Contemporary Vocal - M1,18270,23-24,804000a-M1
48577,Contemporary Vocal Ensemble,US: Performing Arts,Contemporary Vocal - M2,18270,23-24,804000a-M2
48578,Design for the Theatre,US: Performing Arts,Design for the Theatre - M2,21905,23-24,802001-M2
48579,Symphony Orchestra,US: Performing Arts,Symphony Orchestra - M1,24249,23-24,804008a-M1
48580,Symphony Orchestra,US: Performing Arts,Symphony Orchestra - M2,24249,23-24,804008a-M2
48581,Concert Band,US: Performing Arts,Concert Band - M1,20016,23-24,804005a-M1
48582,Concert Band,US: Performing Arts,Concert Band - M2,20016,23-24,804005a-M2
48583,Introduction to Performing Arts,US: Performing Arts,Intro to Performing Arts - M1,273325,23-24,804001a-M1
48584,Introduction to Performing Arts,US: Performing Arts,Intro to Performing Arts - M2,273325,23-24,804001a-M2
48585,Blockchain,US: Computer Science,Blockchain - 1,22097,23-24,901008-1
48586,Tech Ethics,US: Computer Science,Tech Ethics - 1,16200,23-24,904007-1
48587,Latin IV/V Prose,US: Classics,Latin IV/V Prose- 1,15057,23-24,602003-1
48588,Chinese V,US: Modern Languages,Chinese V - 2,17868,23-24,532000-2
48589,Discrete Mathematics,US: Mathematics,Discrete - 1,18164,23-24,201003-1
48591,Algebra I - H,MS: Mathematics MS,Algebra I-H - 3,240049,23-24,205001-3
48593,Precalculus,US: Mathematics,Precalculus - 1,225031,23-24,202004-1
48594,Precalculus,US: Mathematics,Precalculus - 2,225031,23-24,202004-2
48595,Biology-H,US: Science,Biology- Honors - 6,240295,23-24,304001-6
48596,P D II- Wellbeing,US: Personal Development,P D II - 1,18597,23-24,952000-1
48597,P D II- Wellbeing,US: Personal Development,P D II - 2,285180,23-24,952000-2
48598,P D II- Wellbeing,US: Personal Development,P D II - 3,23976,23-24,952000-3
48599,P D II- Wellbeing,US: Personal Development,P D II - 4,18267,23-24,952000-4
48600,P D II- Wellbeing,US: Personal Development,P D II - 5,25048,23-24,952000-5
48601,P D II- Wellbeing,US: Personal Development,P D II - 6,251607,23-24,952000-6
48602,P D II- Wellbeing,US: Personal Development,P D II - 7,25048,23-24,952000-7
48603,P D II- Wellbeing,US: Personal Development,P D II - 8,23976,23-24,952000-8
48604,P D II- Wellbeing,US: Personal Development,P D II - 9,251607,23-24,952000-9
48605,P D II- Wellbeing,US: Personal Development,P D II - 10,18267,23-24,952000-10
48606,P D II- Wellbeing,US: Personal Development,P D II - 11,285180,23-24,952000-11
48607,P D II- Wellbeing,US: Personal Development,P D II - 12,19664,23-24,952000-12
48608,College Counseling,US: College Counseling,Pratt College Counseling '24,18267,23-24,CC.Pratt.2024
48614,Achieve Pride,Core,Pride 10,"",23-24,Pride10
48615,Achieve Pride,Core,Pride 9,"",23-24,Pride9
48616,Achieve Pride,Core,Pride 6,"",23-24,Pride6
48617,Achieve Pride,Core,Pride 7,"",23-24,Pride7
48618,Achieve Pride,Core,Pride 14,"",23-24,Pride14
48619,Achieve Pride,Core,Pride 8,"",23-24,Pride8
48620,Advisor Meeting MS,Advisory,MS Advisor Meeting,24063,23-24,Adv.2023.cfinley0f
48621,Advisor Meeting MS,Advisory,MS Advisor Meeting,285303,23-24,Adv.2023.mmiller0f
48622,Advisor Meeting MS,Advisory,MS Advisor Meeting,284420,23-24,Adv.2023.jyouksee0f
48623,Achieve Pride,Core,Pride 3,"",23-24,Pride3
48624,Achieve Pride,Core,Pride 4,"",23-24,Pride4
48625,Achieve Pride,Core,Pride 5,"",23-24,Pride5
48626,Study Hall: MS,Study Hall,Skills-1,239869,23-24,965000-50
48627,Study Hall: MS,Study Hall,Skills-2,285303,23-24,965000-51
48628,Study Hall: MS,Study Hall,Skills-3,19441,23-24,965000-52
48629,Study Hall: MS,Study Hall,Skills-4,24932,23-24,965000-53
48630,Study Hall: MS,Study Hall,Study Hall - 34b,285303,23-24,965000-34b
48631,Study Hall: MS,Study Hall,Study Hall - 34c,285217,23-24,965000-34c
48632,Study Hall: MS,Study Hall,Study Hall - 35a,284420,23-24,965000-35
48633,Study Hall: MS,Study Hall,Study Hall - 35b,285303,23-24,965000-35b
48634,Study Hall: MS,Study Hall,Study Hall - 35c,285217,23-24,965000-35c
48635,Study Hall: MS,Study Hall,Study Hall - 36a,15986,23-24,965000-36
48636,Study Hall: MS,Study Hall,Study Hall - 36b,15496,23-24,965000-36b
48637,Study Hall: MS,Study Hall,Study Hall - 36c,18270,23-24,965000-36c
48638,Study Hall: MS,Study Hall,Study Hall - 36d,240048,23-24,965000-36d
48639,Study Hall: MS,Study Hall,Study Hall - 37a,17868,23-24,965000-37
48640,Study Hall: MS,Study Hall,Study Hall - 38a,17868,23-24,965000-38
48641,Study Hall: MS,Study Hall,Study Hall - 37c,17163,23-24,965000-37c
48642,Study Hall: MS,Study Hall,Study Hall - 38c,17163,23-24,965000-38c
48643,Study Hall: MS,Study Hall,Study Hall - 37d,273325,23-24,965000-37d
48644,Study Hall: MS,Study Hall,Study Hall - 38d,273325,23-24,965000-38d
48645,Study Hall: MS,Study Hall,Study Hall - 39b,21891,23-24,965000-39b
48646,Study Hall: MS,Study Hall,Study Hall - 39c,285217,23-24,965000-39c
48647,Study Hall: MS,Study Hall,Study Hall - 39d,273546,23-24,965000-39d
48649,Advisor Meeting,Advisory,US Advisor Meeting,23178,23-24,Adv.2023.ebenjamin0f
48651,Advisor Meeting,Advisory,US Advisor Meeting,273325,23-24,Adv.2023.ndewolfe0f
48652,Advisor Meeting,Advisory,US Advisor Meeting,25042,23-24,Adv.2023.nlee0f
48653,Advisor Meeting,Advisory,US Advisor Meeting,22097,23-24,Adv.2023.mmontgomery
48654,Advisor Meeting,Advisory,US Advisor Meeting,21855,23-24,Adv.2023.kneal0f
48655,Advisor Meeting,Advisory,US Advisor Meeting,271806,23-24,Adv.2023.mrosado0f
48656,Advisor Meeting,Advisory,US Advisor Meeting,272724,23-24,Adv.2023.stoga0f
48657,Advisor Meeting,Advisory,US Advisor Meeting,15198,23-24,Adv.2023.ptoomey13
48658,Advisor Meeting,Advisory,US Advisor Meeting,285180,23-24,Adv.2023.aeasterling
48660,Advisor Meeting,Advisory,US Advisor Meeting,235200,23-24,Adv.2023.cchipman0f
48661,Advisor Meeting,Advisory,US Advisor Meeting,56655,23-24,Adv.2023.dliebowitz0
48662,Advisor Meeting,Advisory,US Advisor Meeting,284334,23-24,Adv.2023.mcurran0f
48663,Advisor Meeting,Advisory,US Advisor Meeting,285252,23-24,Adv.2023.mewins0f
48664,Advisor Meeting,Advisory,US Advisor Meeting,264051,23-24,Adv.2023.ncollier0f
48665,Boarding,US: Boarding,Boarders Friday Dinner,24230,23-24,friday.dinner
48666,Boarding,US: Boarding,Boarders Friday Overnight,24230,23-24,friday.overnight
48667,Boarding,US: Boarding,Boarders Study,24230,23-24,nightly.study
48668,Boarding,US: Boarding,Boarders Sunday Return,24230,23-24,sunday.return
48669,Study Hall - Fall,Study Hall,Study Hall - E day 3,284334,23-24,963000-S1-41
48670,Study Hall - Fall,Study Hall,Study Hall - E day 5,15198,23-24,963000-S1-42
48671,Study Hall - Fall,Study Hall,Study Hall - E day 5,242959,23-24,963000-S1-43
48673,Study Hall - Fall,Study Hall,Study Hall - E day 5 library 1,19131,23-24,963000-S1-44
48674,Study Hall - Fall,Study Hall,Study Hall - E day 5 library 2,23976,23-24,963000-S1-45
48675,Study Hall - Fall,Study Hall,Study Hall - E day 7 library 1,23517,23-24,963000-S1-46
48676,Study Hall - Fall,Study Hall,Study Hall - E day 7 library 2,25048,23-24,963000-S1-47
48677,Study Hall - Fall,Study Hall,Study Hall - F day 2,16104,23-24,963000-S1-48
48679,Study Hall - Fall,Study Hall,Study Hall - F day 2 library,26511,23-24,963000-S1-49
48680,Study Hall - Fall,Study Hall,Study Hall - F day 4,272399,23-24,963000-S1-50
48681,Study Hall - Fall,Study Hall,Study Hall - F day 4 library,24234,23-24,963000-S1-51
48682,Study Hall - Fall,Study Hall,Study Hall - F day 5,263919,23-24,963000-S1-52
48683,Study Hall - Fall,Study Hall,Study Hall - F day 5 library,20016,23-24,963000-S1-53
48684,Study Hall - Fall,Study Hall,Study Hall - F day 7 library,25031,23-24,963000-S1-54
48685,Study Hall - Fall,Study Hall,Study Hall - G day 2,21890,23-24,963000-S1-55
48686,Study Hall - Fall,Study Hall,Study Hall - G day 2 library 1,23517,23-24,963000-S1-56
48687,Study Hall - Fall,Study Hall,Study Hall - G day 2 library 2,285565,23-24,963000-S1-57
48688,Study Hall - Fall,Study Hall,Study Hall - G day 4,17987,23-24,963000-S1-58
48689,Study Hall - Fall,Study Hall,Study Hall - G day 4 library,263242,23-24,963000-S1-59
48690,Study Hall - Fall,Study Hall,Study Hall - G day 6,21839,23-24,963000-S1-60
48691,Study Hall - Fall,Study Hall,Study Hall - G day 6 library,"",23-24,963000-S1-61
48692,Study Hall - Fall,Study Hall,Study Hall - G day 7,17868,23-24,963000-S1-62
48693,Study Hall - Fall,Study Hall,Study Hall - G day 7 library,272724,23-24,963000-S1-63
48694,Study Hall - Fall,Study Hall,Study Hall - Tue M,285562,23-24,963000-S1-64
